date,gz_vibration_g.mean_value
11/27/2025 4:50:06.609000000 PM,-0.111328125
11/27/2025 4:50:06.652000000 PM,-0.1083984375
11/27/2025 4:50:06.694000000 PM,-0.111328125
11/27/2025 4:50:06.733000000 PM,-0.107421875
11/27/2025 4:50:06.776000000 PM,-0.11328125
11/27/2025 4:50:06.815000000 PM,-0.1123046875
11/27/2025 4:50:06.856000000 PM,-0.10546875
11/27/2025 4:50:06.899000000 PM,-0.111328125
11/27/2025 4:50:06.938000000 PM,-0.11328125
11/27/2025 4:50:06.981000000 PM,-0.1123046875
11/27/2025 4:50:07.024000000 PM,-0.109375
11/27/2025 4:50:07.064000000 PM,-0.1083984375
11/27/2025 4:50:07.106000000 PM,-0.1103515625
11/27/2025 4:50:07.145000000 PM,-0.1171875
11/27/2025 4:50:07.186000000 PM,-0.1064453125
11/27/2025 4:50:07.229000000 PM,-0.1064453125
11/27/2025 4:50:07.267000000 PM,-0.107421875
11/27/2025 4:50:07.309000000 PM,-0.1103515625
11/27/2025 4:50:07.351000000 PM,-0.115234375
11/27/2025 4:50:07.390000000 PM,-0.1103515625
11/27/2025 4:50:07.432000000 PM,-0.1083984375
11/27/2025 4:50:07.471000000 PM,-0.1083984375
11/27/2025 4:50:07.512000000 PM,-0.11328125
11/27/2025 4:50:07.554000000 PM,-0.109375
11/27/2025 4:50:07.593000000 PM,-0.111328125
11/27/2025 4:50:07.634000000 PM,-0.1162109375
11/27/2025 4:50:07.677000000 PM,-0.1083984375
11/27/2025 4:50:07.716000000 PM,-0.115234375
11/27/2025 4:50:07.757000000 PM,-0.11328125
11/27/2025 4:50:07.798000000 PM,-0.109375
11/27/2025 4:50:07.840000000 PM,-0.1103515625
11/27/2025 4:50:07.883000000 PM,-0.1103515625
11/27/2025 4:50:07.922000000 PM,-0.109375
11/27/2025 4:50:07.967000000 PM,-0.109375
11/27/2025 4:50:08.027000000 PM,-0.109375
11/27/2025 4:50:08.080000000 PM,-0.111328125
11/27/2025 4:50:08.131000000 PM,-0.1103515625
11/27/2025 4:50:08.176000000 PM,-0.1142578125
11/27/2025 4:50:08.219000000 PM,-0.1064453125
11/27/2025 4:50:08.260000000 PM,-0.109375
11/27/2025 4:50:08.298000000 PM,-0.111328125
11/27/2025 4:50:08.367000000 PM,-0.1083984375
11/27/2025 4:50:08.409000000 PM,-0.1103515625
11/27/2025 4:50:08.448000000 PM,-0.1103515625
11/27/2025 4:50:08.489000000 PM,-0.11328125
11/27/2025 4:50:08.531000000 PM,-0.1181640625
11/27/2025 4:50:08.573000000 PM,-0.1044921875
11/27/2025 4:50:08.614000000 PM,-0.111328125
11/27/2025 4:50:08.653000000 PM,-0.1064453125
11/27/2025 4:50:08.698000000 PM,-0.1044921875
11/27/2025 4:50:08.739000000 PM,-0.11328125
11/27/2025 4:50:08.780000000 PM,-0.1162109375
11/27/2025 4:50:08.822000000 PM,-0.1162109375
11/27/2025 4:50:08.864000000 PM,-0.1123046875
11/27/2025 4:50:08.904000000 PM,-0.1083984375
11/27/2025 4:50:08.946000000 PM,-0.111328125
11/27/2025 4:50:08.984000000 PM,-0.1142578125
11/27/2025 4:50:09.028000000 PM,-0.1103515625
11/27/2025 4:50:09.070000000 PM,-0.107421875
11/27/2025 4:50:09.116000000 PM,-0.10546875
11/27/2025 4:50:09.158000000 PM,-0.1103515625
11/27/2025 4:50:09.199000000 PM,-0.1162109375
11/27/2025 4:50:09.239000000 PM,-0.1083984375
11/27/2025 4:50:09.281000000 PM,-0.1083984375
11/27/2025 4:50:09.319000000 PM,-0.1123046875
11/27/2025 4:50:09.363000000 PM,-0.1083984375
11/27/2025 4:50:09.404000000 PM,-0.12109375
11/27/2025 4:50:09.442000000 PM,-0.11328125
11/27/2025 4:50:09.487000000 PM,-0.1103515625
11/27/2025 4:50:09.528000000 PM,-0.1083984375
11/27/2025 4:50:09.568000000 PM,-0.115234375
11/27/2025 4:50:09.609000000 PM,-0.10546875
11/27/2025 4:50:09.647000000 PM,-0.11328125
11/27/2025 4:50:09.689000000 PM,-0.1123046875
11/27/2025 4:50:09.731000000 PM,-0.1103515625
11/27/2025 4:50:09.770000000 PM,-0.107421875
11/27/2025 4:50:09.812000000 PM,-0.115234375
11/27/2025 4:50:09.854000000 PM,-0.111328125
11/27/2025 4:50:09.892000000 PM,-0.109375
11/27/2025 4:50:09.934000000 PM,-0.1103515625
11/27/2025 4:50:09.973000000 PM,-0.10546875
11/27/2025 4:50:10.016000000 PM,-0.1142578125
11/27/2025 4:50:10.057000000 PM,-0.1123046875
11/27/2025 4:50:10.097000000 PM,-0.1064453125
11/27/2025 4:50:10.139000000 PM,-0.111328125
